CancelID,RideID,PassengerUserID,DriverUserID,CanceledBy,CancelReason,CancelTime,CancellationFee_BDT
402,2978,1063,750,Driver,Changed mind,2023-06-13T14:31:02,3.73
403,3019,298,533,Passenger,No show,2023-07-11T12:37:08,0
404,3021,1132,363,Driver,Driver too far,2023-06-25T21:38:25,0
405,3028,1232,350,Driver,No show,2023-01-25T05:43:24,0
406,3040,153,635,Accident,Accident,2023-09-24T07:03:06,0
407,3046,1254,1,Passenger,Driver too far,2023-05-15T11:10:16,14.06
408,3052,589,1359,Passenger,No show,2023-04-08T12:34:52,0
409,3074,221,908,Passenger,Driver too far,2023-03-03T22:33:46,0
410,3083,157,622,Driver,Driver too far,2023-10-11T04:51:51,0
411,3086,26,1342,Driver,Driver too far,2023-11-05T21:45:19,0
412,3097,121,987,Driver,Vehicle issue,2023-07-22T12:54:17,11.2
413,3113,92,350,Driver,Vehicle issue,2023-09-20T16:25:25,2.92
414,3129,842,1293,Driver,No show,2023-01-25T15:30:12,0
415,3136,888,1284,Passenger,No show,2023-04-21T16:06:46,0
416,3145,67,957,Accident,Accident,2023-03-25T01:26:15,0
417,3161,1234,1106,Accident,Accident,2023-09-27T05:06:36,0
418,3166,1148,184,Passenger,Driver too far,2023-04-03T22:55:03,0
419,3169,261,731,Driver,Driver too far,2023-05-29T06:55:41,0
420,3176,161,184,Driver,Changed mind,2023-03-10T14:21:32,0
421,3186,1316,1079,Driver,Vehicle issue,2023-10-01T22:27:20,0
422,3194,513,173,Passenger,Changed mind,2023-12-08T23:01:08,0
423,3199,1203,558,Driver,Driver too far,2023-07-07T07:20:58,4.67
424,3202,1138,622,Driver,Driver too far,2023-09-06T02:39:42,0
425,3208,1219,72,Accident,Accident,2023-05-15T14:15:44,0
426,3221,545,1073,Driver,Driver too far,2023-12-29T10:22:01,0
427,3224,910,72,Driver,No show,2023-12-21T12:28:55,0
428,3229,1377,622,Passenger,Changed mind,2023-01-30T18:41:25,0
429,3252,30,1073,Accident,Accident,2023-01-04T03:58:35,2.92
430,3275,758,1124,Passenger,No show,2023-02-23T21:33:43,3.76
431,3288,1132,845,Driver,No show,2023-12-27T23:37:35,0
432,3298,519,558,Driver,Vehicle issue,2023-04-22T13:53:27,0
433,3315,708,363,Driver,No show,2023-07-02T11:38:37,0
434,3319,91,631,Driver,Changed mind,2023-09-24T23:24:49,21.72
435,3321,739,799,Driver,Changed mind,2023-04-19T13:32:10,0
436,3337,932,269,Passenger,Vehicle issue,2023-09-29T07:44:19,0
437,3348,1249,1284,Driver,Vehicle issue,2023-09-15T00:07:11,0
438,3353,471,712,Passenger,No show,2023-05-20T05:34:36,0
439,3364,924,1211,Passenger,Driver too far,2023-05-10T06:18:50,0
440,3366,899,1293,Driver,Vehicle issue,2023-04-24T01:36:52,0
441,3374,457,350,Driver,Changed mind,2023-09-17T16:31:24,0
442,3378,1034,891,Driver,Driver too far,2023-12-30T19:56:20,0
443,3416,393,1079,Driver,Driver too far,2023-01-26T17:10:42,0
444,3431,759,1293,Driver,Driver too far,2023-04-12T17:56:25,0
445,3436,709,350,Driver,Vehicle issue,2023-11-09T06:43:08,3.86
446,3442,1478,350,Driver,Changed mind,2023-08-24T09:20:40,0
447,3448,406,1106,Passenger,Vehicle issue,2023-04-08T09:59:17,0
448,3458,108,1,Passenger,No show,2023-12-31T06:09:52,0
449,3459,178,912,Driver,No show,2023-05-12T21:03:20,2.95
450,3463,290,631,Passenger,Changed mind,2023-05-25T19:29:00,24.1
451,3490,576,1106,Driver,Driver too far,2023-05-17T09:47:16,0
452,3491,73,319,Driver,No show,2023-12-12T02:59:12,0
453,3493,715,1156,Driver,Driver too far,2023-06-17T03:43:26,12.43
454,3494,1457,799,Driver,Vehicle issue,2023-12-28T20:44:42,0
455,3495,848,1293,Driver,No show,2023-12-29T02:36:21,0
456,3500,808,470,Driver,No show,2023-10-15T21:05:41,0
457,3511,783,1105,Driver,Changed mind,2023-05-11T10:50:44,3.75
458,3522,686,259,Passenger,Driver too far,2023-09-07T02:22:28,3.82
459,3555,424,912,Accident,Accident,2023-04-08T16:03:03,0
460,3561,289,22,Driver,No show,2023-05-29T10:09:07,0
461,3564,250,1293,Driver,Changed mind,2023-09-23T04:38:23,0
462,3565,91,845,Driver,No show,2023-10-01T05:30:18,3.84
463,3568,14,533,Accident,Accident,2023-09-20T10:26:15,0
464,3585,1054,1293,Driver,No show,2023-10-08T18:03:27,0
465,3586,141,582,Driver,No show,2023-05-26T06:28:22,0
466,3591,687,631,Driver,Driver too far,2023-02-07T06:05:35,26.38
467,3593,1061,1106,Passenger,Vehicle issue,2023-04-24T21:42:26,0
468,3601,103,1311,Accident,Accident,2023-03-21T15:19:49,0
469,3602,196,1106,Passenger,Changed mind,2023-06-14T13:47:44,0
470,3618,1305,184,Driver,Driver too far,2023-07-08T22:36:06,0
471,3633,380,1105,Driver,Driver too far,2023-03-29T21:54:02,0
472,3638,69,1342,Passenger,Driver too far,2023-08-27T00:44:24,0
473,3643,1046,1303,Driver,Driver too far,2023-08-12T19:10:28,0
474,3659,474,363,Passenger,No show,2023-04-12T07:24:50,0
475,3662,491,634,Driver,Vehicle issue,2023-10-22T21:52:27,0
476,3670,36,1429,Driver,Driver too far,2023-09-05T11:46:00,0
477,3675,1101,936,Driver,No show,2023-11-24T10:09:48,0
478,3677,818,908,Driver,Vehicle issue,2023-06-18T00:28:49,10.94
479,3679,556,712,Driver,Changed mind,2023-07-23T20:12:08,0
480,3685,1298,1094,Driver,Vehicle issue,2023-01-28T05:07:05,0
481,3695,166,1124,Driver,Driver too far,2023-10-18T18:21:30,0
482,3708,915,1094,Driver,Driver too far,2023-03-10T15:13:27,0
483,3714,589,891,Driver,No show,2023-12-15T04:57:54,0
484,3727,903,507,Driver,Vehicle issue,2023-01-19T08:26:48,6.42
485,3733,933,466,Passenger,Changed mind,2023-11-24T01:50:28,0
486,3745,892,22,Driver,No show,2023-07-13T17:28:47,0
487,3750,1120,1073,Driver,No show,2023-07-18T20:07:31,0
488,3752,375,622,Driver,Changed mind,2023-03-29T11:59:03,6.53
489,3753,1427,1156,Driver,Changed mind,2023-06-04T10:56:01,0
490,3774,1042,891,Passenger,No show,2023-05-23T22:23:30,0
491,3775,1234,259,Driver,Changed mind,2023-04-12T05:33:08,0
492,3778,1448,1303,Passenger,No show,2023-01-24T01:33:27,0
493,3784,1269,1429,Driver,Changed mind,2023-01-12T20:06:59,27.18
494,3786,483,184,Passenger,No show,2023-08-22T16:46:10,0
495,3790,386,731,Driver,Changed mind,2023-07-01T09:45:55,0
496,3792,1232,635,Driver,Changed mind,2023-11-12T06:29:26,0
497,3799,1245,1106,Driver,Changed mind,2023-03-02T21:16:33,2.92
498,3817,461,319,Driver,Driver too far,2023-04-07T19:55:36,0
499,3821,570,72,Driver,Driver too far,2023-09-23T20:55:41,0
500,3822,578,635,Passenger,Driver too far,2023-12-26T18:40:30,0
501,3836,690,59,Driver,Vehicle issue,2023-04-06T07:44:03,23.78
502,3838,16,631,Driver,Driver too far,2023-08-29T10:22:23,0
503,3847,729,59,Passenger,No show,2023-08-07T18:40:04,0
504,3868,998,363,Passenger,No show,2023-09-06T02:26:41,0
505,3876,1456,319,Driver,Driver too far,2023-04-23T16:41:23,21.08
506,3877,1408,533,Driver,Changed mind,2023-02-25T21:15:03,0
507,3878,636,59,Passenger,Driver too far,2023-04-10T08:43:03,0
508,3900,424,22,Driver,Driver too far,2023-12-27T14:57:43,16.19
509,3903,491,59,Driver,Driver too far,2023-03-27T16:08:33,0
510,3907,664,905,Passenger,Vehicle issue,2023-06-06T21:18:35,2.96
511,3939,17,1106,Passenger,Driver too far,2023-04-16T19:57:06,0
512,3940,931,634,Driver,Changed mind,2023-09-29T08:53:27,0
513,3944,297,799,Passenger,Vehicle issue,2023-12-30T23:19:25,9.86
514,3948,534,59,Passenger,Changed mind,2023-04-19T20:13:22,0
515,3962,133,750,Passenger,Driver too far,2023-01-17T07:26:22,0
516,3964,1062,622,Driver,Driver too far,2023-11-16T23:06:45,2.96
517,3971,822,891,Driver,Driver too far,2023-05-07T06:58:25,0
518,3972,1012,712,Driver,No show,2023-12-30T05:48:23,0
519,3979,305,22,Passenger,Driver too far,2023-01-28T01:24:52,0
520,3985,984,905,Driver,Driver too far,2023-02-18T06:56:06,0
521,4003,487,1,Passenger,Changed mind,2023-02-12T18:55:51,10.04
522,4008,652,1311,Driver,Driver too far,2023-07-11T17:01:44,0
523,4016,880,277,Driver,No show,2023-07-01T06:59:33,0
524,4036,394,1211,Driver,Changed mind,2023-10-09T11:10:58,0
525,4040,522,1,Driver,Driver too far,2023-11-02T17:27:07,0
526,4043,941,957,Driver,Driver too far,2023-07-09T06:47:33,0
527,4047,787,1,Driver,Driver too far,2023-08-20T21:46:45,0
528,4057,884,259,Passenger,No show,2023-09-03T02:40:13,0
529,4072,1176,363,Accident,Accident,2023-05-21T07:38:24,0
530,4110,570,912,Driver,Vehicle issue,2023-08-22T23:15:17,7.5
531,4113,103,1211,Driver,Driver too far,2023-05-15T18:09:02,0
532,4117,312,533,Passenger,No show,2023-06-09T08:30:51,0
533,4118,1430,1359,Accident,Accident,2023-03-10T06:55:54,2.9
534,4125,231,1105,Driver,Driver too far,2023-05-16T16:19:35,0
535,4132,688,466,Driver,No show,2023-03-28T12:15:42,54.42
536,4138,780,582,Driver,Vehicle issue,2023-03-11T06:46:08,0
537,4143,407,750,Passenger,Driver too far,2023-11-07T11:13:37,0
538,4152,161,1429,Passenger,Driver too far,2023-01-14T05:30:38,0
539,4167,1290,1359,Passenger,Driver too far,2023-01-22T17:10:13,3.37
540,4172,546,277,Accident,Accident,2023-06-16T19:34:09,0
541,4173,49,59,Driver,Vehicle issue,2023-09-02T14:30:09,0
542,4174,840,622,Passenger,Vehicle issue,2023-12-30T22:00:10,0
543,4175,3,259,Driver,Changed mind,2023-05-31T11:51:54,0
544,4176,1133,712,Passenger,Driver too far,2023-08-06T02:43:11,0
545,4180,940,936,Accident,Accident,2023-10-13T03:08:21,0
546,4189,1112,1293,Driver,Vehicle issue,2023-04-27T19:42:29,0
547,4192,1209,363,Accident,Accident,2023-02-07T11:13:24,24.8
548,4200,1444,976,Driver,Changed mind,2023-11-10T15:39:23,0
549,4205,123,1156,Driver,Vehicle issue,2023-03-25T05:14:14,0
550,4214,390,1359,Passenger,Driver too far,2023-07-27T10:48:20,0
551,4215,1117,908,Passenger,Vehicle issue,2023-03-01T13:42:21,0
552,4226,1195,1105,Passenger,Vehicle issue,2023-12-20T15:51:32,5.86
553,4229,1119,1293,Accident,Accident,2023-02-22T15:38:06,0
554,4233,702,712,Driver,No show,2023-12-19T00:20:45,0
555,4239,1475,1124,Driver,Vehicle issue,2023-10-10T03:13:09,0
556,4243,1100,533,Driver,Driver too far,2023-07-11T18:05:23,0
557,4246,753,184,Driver,Changed mind,2023-02-21T12:21:46,2.91
558,4254,1009,269,Driver,Vehicle issue,2023-05-25T18:56:18,0
559,4264,529,1211,Driver,Driver too far,2023-09-22T22:18:39,0
560,4266,902,905,Driver,No show,2023-06-12T19:43:06,2.93
561,4268,840,799,Driver,Changed mind,2023-07-22T07:18:20,0
562,4273,655,1311,Passenger,Changed mind,2023-10-30T13:21:30,0
563,4275,1064,622,Driver,Driver too far,2023-12-30T11:27:05,0
564,4278,876,1124,Passenger,Changed mind,2023-01-02T08:47:57,0
565,4280,1260,1224,Passenger,Changed mind,2023-12-02T15:55:34,4.2
566,4287,875,59,Driver,Vehicle issue,2023-12-11T12:29:22,0
567,4296,175,1224,Driver,Changed mind,2023-12-07T09:43:08,2.93
568,4299,1128,59,Driver,Changed mind,2023-06-26T21:13:10,0
569,4310,302,1224,Passenger,Driver too far,2023-12-09T17:19:32,0
570,4312,1424,533,Driver,Changed mind,2023-09-20T16:33:37,4.79
571,4321,166,750,Accident,Accident,2023-01-23T07:10:39,0
572,4325,1184,1,Driver,Driver too far,2023-09-22T18:09:04,9.86
573,4335,1048,466,Driver,Driver too far,2023-10-04T14:36:11,16.11
574,4343,68,363,Driver,Vehicle issue,2023-05-25T04:16:35,0
575,4344,973,1124,Passenger,Vehicle issue,2023-11-09T00:19:03,0
576,4346,112,1094,Passenger,Vehicle issue,2023-11-16T09:45:59,0
577,4362,1060,799,Driver,Changed mind,2023-10-02T04:54:02,0
578,4372,124,976,Driver,Changed mind,2023-10-21T09:00:09,0
579,4373,1144,1211,Driver,Changed mind,2023-08-07T13:49:37,3.37
580,4379,496,363,Driver,No show,2023-10-19T02:22:56,0
581,4381,1408,259,Passenger,Changed mind,2023-11-07T04:53:22,0
582,4391,655,470,Driver,Driver too far,2023-01-19T05:47:11,6.3
583,4393,882,1342,Passenger,Driver too far,2023-11-17T02:10:15,0
584,4398,1131,350,Driver,Changed mind,2023-03-06T23:50:49,4.67
585,4418,1469,277,Driver,Driver too far,2023-07-20T14:08:06,0
586,4419,26,259,Passenger,Vehicle issue,2023-08-25T15:24:31,12.59
587,4434,1400,1211,Passenger,Changed mind,2023-04-17T20:37:57,0
588,4435,911,350,Accident,Accident,2023-03-30T03:03:17,0
589,4436,383,582,Driver,Vehicle issue,2023-04-24T09:47:15,0
590,4439,35,1156,Driver,Changed mind,2023-04-06T23:41:17,0
591,4444,142,957,Passenger,Changed mind,2023-04-14T01:10:01,0
592,4445,821,1310,Passenger,Vehicle issue,2023-11-01T18:22:39,0
593,4450,6,799,Driver,Changed mind,2023-08-29T20:51:26,0
594,4457,639,976,Driver,No show,2023-11-23T14:15:28,0
595,4461,1445,466,Passenger,Vehicle issue,2023-09-22T04:05:35,67.86
596,4464,999,1429,Driver,Changed mind,2023-05-29T18:45:32,0
597,4475,1367,634,Passenger,Driver too far,2023-03-31T06:42:46,6.84
598,4479,597,1429,Driver,No show,2023-07-02T00:43:28,6.08
599,4484,1366,845,Driver,Changed mind,2023-08-13T17:43:56,2.9
600,4495,610,635,Passenger,Driver too far,2023-09-06T17:49:11,0
601,4505,1397,845,Driver,Driver too far,2023-05-01T12:57:53,0
602,4506,923,891,Driver,Changed mind,2023-12-05T13:15:56,0
603,4510,592,269,Passenger,Changed mind,2023-05-10T15:43:27,206.07
604,4513,854,466,Driver,Vehicle issue,2023-08-27T14:06:20,0
605,4514,777,631,Driver,No show,2023-09-30T18:09:37,0
606,4527,320,1106,Driver,Driver too far,2023-04-03T23:22:16,0
607,4550,966,319,Driver,No show,2023-07-15T20:43:28,0
608,4551,421,470,Driver,Changed mind,2023-08-08T05:26:02,24.62
609,4552,1005,1073,Driver,No show,2023-09-25T08:10:22,0
610,4555,423,634,Driver,Vehicle issue,2023-01-13T06:09:26,0
611,4557,649,987,Driver,Vehicle issue,2023-02-14T19:04:35,0
612,4558,803,631,Driver,No show,2023-12-28T04:50:05,44.82
613,4568,160,631,Driver,Driver too far,2023-02-14T11:06:46,0
614,4577,1049,908,Driver,Driver too far,2023-03-19T13:35:36,4.31
615,4578,760,1224,Driver,Changed mind,2023-01-23T23:35:55,0
616,4586,16,173,Driver,Driver too far,2023-10-15T20:50:14,0
617,4590,1118,1094,Driver,No show,2023-03-01T02:55:27,0
618,4607,428,891,Driver,Changed mind,2023-06-16T12:54:55,0
619,4608,916,466,Driver,Driver too far,2023-04-16T03:08:14,0
620,4614,1256,731,Passenger,Vehicle issue,2023-06-28T03:24:47,0
621,4640,1282,908,Driver,Changed mind,2023-06-11T06:29:18,0
622,4645,188,363,Driver,Vehicle issue,2023-05-05T10:45:49,0
623,4652,832,667,Driver,Vehicle issue,2023-08-28T23:28:43,0
624,4653,788,259,Driver,Changed mind,2023-07-10T22:35:24,2.92
625,4660,1463,622,Driver,Vehicle issue,2023-02-19T06:50:44,0
626,4663,623,277,Driver,Vehicle issue,2023-04-12T07:40:38,2.97
627,4676,1032,470,Driver,No show,2023-06-14T12:18:50,0
628,4690,447,1211,Driver,Changed mind,2023-09-27T10:31:44,0
629,4693,1220,59,Driver,Driver too far,2023-11-12T01:24:57,0
630,4696,1170,1284,Accident,Accident,2023-12-26T00:34:53,0
631,4699,1031,976,Accident,Accident,2023-02-23T20:43:40,0
632,4713,886,667,Driver,Vehicle issue,2023-05-28T01:37:47,4.62
633,4727,418,731,Driver,No show,2023-10-03T02:59:59,0
634,4728,479,1310,Passenger,Vehicle issue,2023-04-18T04:22:10,98.82
635,4744,275,1224,Passenger,Vehicle issue,2023-07-12T10:07:06,0
636,4748,1362,622,Passenger,Vehicle issue,2023-07-16T21:51:44,0
637,4751,461,912,Passenger,Vehicle issue,2023-07-19T18:24:23,0
638,4756,1230,908,Driver,No show,2023-03-14T03:55:52,0
639,4780,1437,259,Driver,No show,2023-08-04T23:47:42,0
640,4784,1208,667,Passenger,Changed mind,2023-05-21T16:34:08,0
641,4788,985,1105,Driver,Changed mind,2023-12-01T15:27:17,0
642,4794,810,1342,Driver,No show,2023-12-16T08:15:51,0
643,4802,1433,1429,Driver,Vehicle issue,2023-01-09T08:12:32,0
644,4809,539,891,Accident,Accident,2023-09-11T07:31:59,7.67
645,4814,633,1124,Accident,Accident,2023-01-07T17:33:31,0
646,4815,986,957,Driver,No show,2023-10-20T03:47:19,0
647,4816,1119,1094,Driver,Driver too far,2023-09-20T19:04:09,6.15
648,4821,1088,731,Driver,Driver too far,2023-10-12T06:16:03,0
649,4837,1475,1094,Driver,Driver too far,2023-11-08T00:33:56,12.1
650,4838,451,22,Driver,Vehicle issue,2023-09-06T17:33:32,2.9
651,4851,232,1310,Driver,Changed mind,2023-04-16T02:22:23,0
652,4862,1487,1359,Passenger,Changed mind,2023-07-22T01:51:03,0
653,4875,230,908,Passenger,Vehicle issue,2023-07-17T18:41:47,0
654,4884,64,712,Passenger,Vehicle issue,2023-01-10T22:55:25,0
655,4893,922,957,Passenger,Vehicle issue,2023-08-26T21:37:13,0
656,4902,1435,277,Passenger,Vehicle issue,2023-10-03T19:11:26,6.52
657,4904,921,277,Passenger,Driver too far,2023-05-24T09:08:08,0
658,4905,1445,22,Driver,Vehicle issue,2023-03-17T02:14:03,0
659,4907,308,184,Accident,Accident,2023-07-15T21:43:39,0
660,4911,670,507,Driver,Vehicle issue,2023-05-14T20:29:17,0
661,4916,55,59,Driver,Changed mind,2023-11-27T20:47:56,0
662,4923,150,1073,Driver,No show,2023-04-05T20:39:19,0
663,4932,1316,1342,Driver,Driver too far,2023-05-13T18:58:32,0
664,4935,512,350,Driver,Vehicle issue,2023-10-20T21:32:51,0
665,4940,251,466,Driver,Driver too far,2023-11-24T06:58:31,61.95
666,4955,1497,731,Passenger,Vehicle issue,2023-03-12T10:34:34,0
667,4962,249,1342,Passenger,No show,2023-05-07T22:56:48,0
668,4977,1258,22,Accident,Accident,2023-02-20T12:43:09,0
669,4987,1279,59,Driver,No show,2023-07-01T04:05:27,8.66
670,4988,224,173,Passenger,Vehicle issue,2023-01-19T23:21:54,0
671,4991,39,750,Accident,Accident,2023-05-24T18:32:46,0
672,4992,299,582,Accident,Accident,2023-04-08T15:54:49,17.62
673,5004,1029,1342,Driver,No show,2023-07-17T06:57:05,0
674,5012,967,731,Passenger,No show,2023-11-26T12:10:42,0
675,5023,201,634,Driver,Driver too far,2023-01-31T01:44:52,0
676,5026,702,634,Driver,Changed mind,2023-07-22T10:50:42,0
677,5033,279,1224,Accident,Accident,2023-01-28T16:44:52,0
678,5038,1374,957,Driver,Changed mind,2023-01-31T20:27:58,0
679,5045,220,1293,Passenger,Driver too far,2023-06-23T21:42:51,7.7
680,5058,437,667,Driver,Driver too far,2023-01-24T20:33:39,0
681,5072,1011,269,Driver,Driver too far,2023-06-27T07:59:38,0
682,5084,503,1,Driver,Driver too far,2023-08-16T16:06:28,0
683,5097,1312,277,Driver,Vehicle issue,2023-06-22T17:58:18,0
684,5106,839,1,Driver,Driver too far,2023-05-06T09:51:59,0
685,5111,1100,1156,Passenger,Changed mind,2023-09-08T15:11:13,0
686,5113,1189,635,Driver,Driver too far,2023-09-03T02:50:29,0
687,5123,490,466,Passenger,Changed mind,2023-11-28T18:47:26,9.72
688,5127,1206,1342,Driver,Changed mind,2023-04-07T16:13:23,8.54
689,5131,387,1073,Driver,Changed mind,2023-03-04T03:49:00,0
690,5147,1292,470,Passenger,Changed mind,2023-09-11T14:24:59,0
691,5153,767,1105,Passenger,No show,2023-07-01T02:29:53,0
692,5163,356,277,Accident,Accident,2023-09-02T17:36:53,0
693,5167,165,319,Driver,Vehicle issue,2023-12-01T17:55:09,0
694,5190,773,1211,Driver,Vehicle issue,2023-05-17T03:16:28,0
695,5195,314,1,Accident,Accident,2023-12-10T23:44:02,0
696,5202,975,350,Passenger,Vehicle issue,2023-02-07T17:22:37,0
697,5212,234,622,Driver,Vehicle issue,2023-02-23T14:42:24,6.34
698,5214,1179,1,Passenger,No show,2023-04-11T13:14:30,7.2
699,5226,1259,634,Driver,No show,2023-01-30T13:54:03,4.84
700,5230,1118,936,Passenger,Driver too far,2023-11-26T05:45:39,0
701,5247,1427,507,Passenger,No show,2023-09-08T17:36:02,0
702,5262,243,558,Passenger,Driver too far,2023-11-24T20:28:54,0
703,5283,1230,59,Driver,Vehicle issue,2023-04-29T07:16:55,0
704,5285,857,1284,Driver,Vehicle issue,2023-06-01T09:05:08,0
705,5286,1355,1156,Passenger,Vehicle issue,2023-08-08T21:18:15,0
706,5289,1381,1211,Driver,Changed mind,2023-06-12T22:46:43,0
707,5307,293,1108,Passenger,Changed mind,2023-01-11T22:42:03,0
708,5308,867,634,Passenger,Driver too far,2023-09-15T03:38:20,0
709,5323,110,891,Passenger,Vehicle issue,2023-10-04T21:36:18,0
710,5324,200,1124,Driver,No show,2023-03-23T11:56:19,0
711,5340,890,173,Driver,Changed mind,2023-08-16T17:58:16,2.95
712,5346,1096,905,Passenger,Driver too far,2023-06-19T01:49:49,0
713,5369,88,908,Driver,Driver too far,2023-04-05T15:49:07,0
714,5380,235,1224,Driver,Changed mind,2023-02-12T19:21:33,0
715,5383,128,558,Passenger,No show,2023-06-27T18:22:30,5.99
716,5390,1110,845,Driver,No show,2023-06-14T10:34:17,0
717,5401,260,533,Passenger,No show,2023-02-26T02:50:04,5.3
718,5407,1008,957,Driver,Vehicle issue,2023-05-04T22:23:10,0
719,5408,367,750,Driver,Driver too far,2023-03-19T20:48:22,0
720,5414,107,184,Driver,Changed mind,2023-11-25T16:12:04,0
721,5420,411,957,Accident,Accident,2023-05-12T10:40:37,10.94
722,5438,662,750,Passenger,No show,2023-06-05T10:15:07,0
723,5444,1127,1094,Driver,Vehicle issue,2023-04-01T01:59:05,3.32
724,5448,645,1156,Passenger,Driver too far,2023-07-04T20:33:17,0
725,5457,711,891,Driver,Changed mind,2023-06-03T09:56:10,0
726,5464,655,1429,Driver,Changed mind,2023-05-02T06:56:01,0
727,5472,286,319,Driver,Changed mind,2023-03-19T10:56:42,0
728,5473,1447,712,Passenger,No show,2023-12-24T23:14:09,0
729,5481,1218,936,Driver,Changed mind,2023-08-05T17:22:13,20.58
730,5482,1445,466,Driver,Driver too far,2023-07-25T13:30:07,0
731,5486,1139,905,Driver,No show,2023-07-22T01:34:23,5.23
732,5487,1012,667,Driver,Vehicle issue,2023-10-21T15:45:23,0
733,5489,656,987,Driver,Changed mind,2023-09-04T09:41:18,0
734,5492,900,976,Driver,Vehicle issue,2023-01-13T22:36:28,0
735,5529,375,173,Driver,Driver too far,2023-03-12T08:20:50,0
736,5534,333,582,Passenger,Changed mind,2023-06-24T20:33:20,0
737,5539,736,277,Driver,Driver too far,2023-03-09T15:03:14,0
738,5568,194,1105,Driver,Changed mind,2023-07-31T02:26:37,6.14
739,5587,795,173,Driver,Driver too far,2023-03-15T17:53:24,2.92
740,5589,342,72,Passenger,Vehicle issue,2023-11-13T21:54:30,0
741,5602,993,799,Driver,No show,2023-12-12T03:38:23,0
742,5606,1080,1429,Driver,Driver too far,2023-08-07T17:02:19,7.48
743,5615,1315,1105,Accident,Accident,2023-03-12T12:46:47,0
744,5627,743,72,Driver,Driver too far,2023-05-30T23:21:55,0
745,5630,1396,1311,Driver,No show,2023-11-22T15:15:43,0
746,5639,476,1073,Driver,Driver too far,2023-02-26T19:02:44,0
747,5647,1362,1342,Passenger,Driver too far,2023-06-17T14:13:39,21.84
748,5649,765,184,Passenger,Changed mind,2023-07-26T22:45:13,0
749,5654,1192,1311,Driver,Vehicle issue,2023-07-17T22:13:43,0
750,5662,522,363,Driver,Changed mind,2023-09-30T17:40:02,0
751,5665,323,1108,Driver,Vehicle issue,2023-12-03T17:45:00,0
752,5672,1197,319,Driver,Driver too far,2023-11-15T13:39:24,0
753,5682,472,259,Driver,Vehicle issue,2023-05-27T11:53:25,12.11
754,5707,1215,507,Passenger,Vehicle issue,2023-03-18T18:04:56,2.96
755,5724,944,1359,Driver,No show,2023-02-12T04:05:29,7.17
756,5740,955,750,Passenger,Driver too far,2023-05-14T10:14:04,7.49
757,5744,994,634,Driver,No show,2023-09-24T04:57:13,0
758,5750,941,363,Passenger,Vehicle issue,2023-04-17T14:05:30,0
759,5768,1074,712,Driver,No show,2023-12-08T05:28:58,0
760,5772,453,319,Passenger,Driver too far,2023-05-06T15:33:41,8.86
761,5775,243,908,Passenger,Driver too far,2023-07-25T04:03:35,0
762,5784,813,1108,Passenger,Driver too far,2023-10-13T18:26:24,5.46
763,5793,619,1303,Passenger,Driver too far,2023-12-04T13:26:16,0
764,5800,1345,507,Driver,Driver too far,2023-02-22T20:03:12,0
765,5804,246,363,Driver,Vehicle issue,2023-08-18T06:08:53,0
766,5826,1415,466,Driver,Changed mind,2023-08-28T14:08:13,0
767,5861,1120,363,Driver,Driver too far,2023-07-09T12:12:52,0
768,5874,827,1293,Driver,Driver too far,2023-03-24T07:17:46,0
769,5877,803,1359,Driver,Vehicle issue,2023-12-04T15:00:16,0
770,5879,981,1079,Driver,Changed mind,2023-11-12T00:51:17,0
771,5885,1351,731,Driver,No show,2023-04-24T14:31:13,0
772,5890,1153,912,Driver,Driver too far,2023-12-12T14:37:14,0
773,5907,1375,1106,Driver,Vehicle issue,2023-05-05T07:32:06,0
774,5920,790,1094,Driver,Vehicle issue,2023-11-02T22:41:58,5.62
775,5935,1294,1211,Accident,Accident,2023-02-27T19:41:33,0
776,5937,932,259,Passenger,No show,2023-06-08T16:16:18,0
777,5939,1121,891,Driver,Changed mind,2023-07-10T06:52:09,0
778,5960,1376,507,Passenger,Driver too far,2023-06-15T13:49:56,0
779,5962,710,1224,Driver,Driver too far,2023-01-06T09:20:12,0
780,5965,527,1108,Driver,Vehicle issue,2023-10-20T00:10:11,0
781,5969,823,72,Passenger,No show,2023-08-20T23:53:31,0
782,5987,727,184,Driver,Changed mind,2023-12-22T13:57:34,0
783,5988,1462,1303,Driver,Changed mind,2023-06-25T08:47:35,0
784,5992,1165,635,Driver,Driver too far,2023-08-15T14:14:00,0
785,5998,1193,1342,Passenger,No show,2023-11-13T05:08:44,0
786,6000,919,350,Driver,Vehicle issue,2023-01-16T01:11:09,0
787,6006,1160,912,Driver,Changed mind,2023-05-13T10:34:58,0
788,6012,824,1079,Driver,No show,2023-05-05T10:42:13,0
789,6033,34,1310,Passenger,Changed mind,2023-07-16T04:25:20,33.09
790,6042,367,634,Driver,Driver too far,2023-07-20T09:30:10,0
791,6046,984,731,Driver,No show,2023-07-11T01:56:49,0
792,6051,523,1094,Passenger,No show,2023-08-14T21:53:19,0
793,6055,1088,976,Driver,No show,2023-03-11T05:58:37,0
794,6060,1301,350,Driver,Driver too far,2023-06-28T02:24:54,0
795,6061,430,269,Driver,No show,2023-07-30T19:18:21,0
796,6068,827,712,Passenger,Changed mind,2023-12-31T22:54:06,0
797,6078,1068,1310,Driver,No show,2023-11-24T05:47:49,0
798,6086,1362,1303,Passenger,Driver too far,2023-02-13T15:16:29,0
