RatingID,RideID,GivenByUserID,GivenToUserID,RatingValue,Comments,RatingDate
3762,4334,1233,173,5,,2023-03-16T17:56:26
3763,4336,1161,936,5,,2023-09-06T18:51:32
3764,4337,264,582,3,,2023-05-02T21:45:09
3765,4338,1077,277,5,,2023-10-11T19:52:59
3766,4339,463,905,5,,2023-09-07T19:46:18
3767,4340,669,1310,4,,2023-05-02T00:45:41
3768,4341,886,1429,5,,2023-03-31T03:51:06
3769,4342,13,845,4,,2023-05-19T08:28:18
3770,4345,455,72,3,,2023-04-28T06:39:26
3771,4347,355,667,5,,2023-08-08T06:07:47
3772,4348,432,1303,5,,2023-08-17T00:09:48
3773,4349,1006,59,5,,2023-10-20T15:34:37
3774,4350,556,533,5,,2023-11-15T08:49:37
3775,4351,1424,507,5,,2023-07-15T21:07:55
3776,4352,1230,470,4,,2023-08-15T09:57:42
3777,4353,1398,319,5,,2023-02-17T03:27:41
3778,4354,355,1,4,,2023-03-06T15:20:59
3779,4355,1384,1224,5,,2023-01-12T15:12:05
3780,4356,1239,1079,4,,2023-04-10T02:56:08
3781,4357,1212,1311,5,,2023-10-09T23:45:41
3782,4358,1178,363,3,,2023-06-19T21:22:43
3783,4359,953,1094,4,,2023-01-08T04:12:12
3784,4360,764,1311,4,,2023-11-26T12:57:40
3785,4361,886,976,4,,2023-10-25T02:29:14
3786,4363,1101,319,4,,2023-12-10T10:40:14
3787,4364,792,957,5,,2023-07-15T15:48:48
3788,4365,1220,635,5,,2023-04-19T13:35:11
3789,4366,965,319,5,,2023-06-20T16:12:32
3790,4367,1305,59,3,,2023-01-17T00:10:19
3791,4368,1463,750,5,,2023-06-04T05:09:43
3792,4369,954,750,5,,2023-07-23T16:34:06
3793,4370,85,731,5,,2023-11-21T23:07:24
3794,4371,442,1429,5,,2023-03-17T18:04:40
3795,4374,1491,1311,3,,2023-11-12T07:06:01
3796,4375,379,1094,3,,2023-02-20T10:12:10
3797,4376,565,905,5,,2023-01-03T17:53:54
3798,4377,170,72,5,,2023-08-23T13:38:00
3799,4378,919,1073,5,,2023-03-29T02:40:28
3800,4380,774,1105,4,,2023-02-03T21:05:58
3801,4382,136,319,5,,2023-01-16T01:42:43
3802,4383,1393,466,2,,2023-12-22T23:16:22
3803,4384,1081,891,4,,2023-03-21T00:19:01
3804,4385,1052,1303,4,,2023-05-09T18:29:53
3805,4386,139,912,4,,2023-06-20T13:36:08
3806,4387,371,1359,5,,2023-05-01T12:03:04
3807,4388,429,582,5,,2023-01-22T17:54:47
3808,4389,1149,635,5,,2023-06-11T04:17:53
3809,4390,640,269,5,,2023-10-26T09:58:54
3810,4392,1017,1105,5,,2023-08-05T12:45:50
3811,4394,547,1284,5,,2023-11-10T12:32:56
3812,4395,702,1284,4,,2023-05-31T02:57:13
3813,4396,156,634,5,,2023-03-25T19:28:44
3814,4397,51,363,5,,2023-03-09T13:30:26
3815,4399,646,1310,4,,2023-12-20T10:23:42
3816,4400,1387,1105,5,,2023-09-01T04:47:27
3817,4401,1418,1106,5,,2023-11-24T04:19:48
3818,4402,913,1284,5,,2023-08-22T22:20:34
3819,4403,1394,533,5,,2023-04-08T16:18:43
3820,4404,748,558,5,,2023-06-06T12:04:41
3821,4405,793,350,5,,2023-07-31T06:26:10
3822,4406,592,1429,5,,2023-05-07T08:03:21
3823,4407,354,799,5,,2023-02-14T09:46:29
3824,4408,159,622,3,,2023-09-24T23:59:36
3825,4409,937,622,5,,2023-04-04T20:16:22
3826,4410,680,350,5,,2023-02-09T12:22:02
3827,4411,1407,269,3,,2023-04-10T04:16:27
3828,4412,1135,72,4,,2023-05-14T11:10:22
3829,4413,1375,1293,3,,2023-10-01T03:27:52
3830,4414,659,1079,5,,2023-02-12T22:32:07
3831,4415,589,976,3,,2023-07-10T18:25:43
3832,4416,318,173,4,,2023-05-15T08:28:09
3833,4417,754,905,4,,2023-03-15T07:18:56
3834,4420,1144,319,5,,2023-06-19T16:39:28
3835,4421,551,845,5,,2023-09-04T07:17:26
3836,4422,169,72,5,,2023-06-27T13:29:09
3837,4423,303,1293,5,,2023-02-17T09:59:01
3838,4424,1157,1211,5,,2023-03-10T19:45:57
3839,4425,504,1284,5,,2023-07-05T06:00:02
3840,4426,349,1359,4,,2023-10-08T01:42:23
3841,4427,51,22,5,,2023-05-07T12:42:31
3842,4428,563,1310,4,,2023-01-18T22:00:33
3843,4429,140,631,5,,2023-03-20T10:09:37
3844,4430,550,1211,5,,2023-03-15T10:53:09
3845,4431,828,350,5,,2023-04-23T22:28:14
3846,4432,120,750,5,,2023-06-24T19:14:20
3847,4433,765,1284,2,,2023-07-26T19:00:52
3848,4437,543,269,4,,2023-10-27T14:58:50
3849,4438,595,936,5,,2023-04-13T15:16:08
3850,4440,429,667,5,,2023-12-20T07:52:13
3851,4441,713,277,5,,2023-03-05T14:59:32
3852,4442,1147,1094,5,,2023-11-18T08:06:38
3853,4443,195,1105,5,,2023-05-31T11:09:58
3854,4446,107,845,5,,2023-06-05T16:48:01
3855,4447,1182,1310,4,,2023-12-06T22:45:08
3856,4448,964,1073,5,,2023-12-15T16:41:44
3857,4449,1431,908,1,,2023-12-27T16:01:56
3858,4451,844,533,5,,2023-12-29T14:01:43
3859,4452,812,72,5,,2023-09-09T10:25:43
3860,4453,486,912,4,,2023-02-19T17:55:39
3861,4454,673,259,5,,2023-11-05T07:59:32
3862,4455,1026,987,3,,2023-12-24T06:27:56
3863,4456,87,269,5,,2023-08-03T11:33:59
3864,4458,855,1124,3,,2023-07-13T08:41:34
3865,4459,1434,631,5,,2023-07-22T17:49:54
3866,4460,1187,912,4,,2023-06-23T21:44:02
3867,4462,694,622,5,,2023-02-25T01:18:32
3868,4463,164,184,5,,2023-06-16T18:39:12
3869,4465,524,558,5,,2023-05-05T02:42:03
3870,4466,50,269,5,,2023-05-21T05:14:20
3871,4467,853,558,4,,2023-04-12T08:47:43
3872,4468,1279,1108,5,,2023-01-11T03:26:47
3873,4469,323,634,5,,2023-10-11T06:15:45
3874,4470,776,1156,5,,2023-08-13T06:46:45
3875,4471,1165,908,5,,2023-08-03T09:09:24
3876,4472,1150,635,5,,2023-01-21T23:29:14
3877,4473,400,1094,4,,2023-02-09T00:53:29
3878,4474,160,631,5,,2023-09-27T00:01:45
3879,4476,1421,22,5,,2023-03-17T05:34:55
3880,4477,18,22,5,,2023-04-13T13:13:27
3881,4478,472,731,5,,2023-08-07T04:28:48
3882,4480,182,1079,5,,2023-04-19T16:22:22
3883,4481,1479,184,5,,2023-06-04T18:26:04
3884,4482,1109,667,5,,2023-02-18T01:46:15
3885,4483,480,533,5,,2023-03-12T16:52:44
3886,4485,535,1106,4,,2023-05-06T01:01:31
3887,4486,295,1303,4,,2023-06-27T16:20:56
3888,4487,308,891,5,,2023-10-12T02:14:21
3889,4488,626,891,3,,2023-12-26T18:23:40
3890,4489,118,1105,4,,2023-08-24T09:52:45
3891,4490,447,507,4,,2023-06-04T10:58:10
3892,4491,221,59,5,,2023-04-15T04:05:21
3893,4492,448,1073,5,,2023-09-02T14:53:32
3894,4493,1063,1108,4,,2023-05-06T12:04:34
3895,4494,820,1311,5,,2023-01-20T13:24:21
3896,4496,652,634,4,,2023-05-15T03:28:16
3897,4497,1054,1224,5,,2023-07-13T16:53:34
3898,4498,289,1124,4,,2023-04-01T21:45:04
3899,4499,474,259,2,,2023-05-26T04:07:14
3900,4500,38,957,2,,2023-10-22T08:42:03
3901,4501,1388,667,4,,2023-05-01T09:52:57
3902,4502,1137,507,5,,2023-12-08T19:41:50
3903,4503,1344,558,4,,2023-02-07T00:39:52
3904,4504,644,1342,4,,2023-02-09T20:16:15
3905,4507,318,799,4,,2023-08-09T19:54:49
3906,4508,1003,22,5,,2023-01-13T21:50:39
3907,4509,1012,184,5,,2023-11-16T03:01:20
3908,4511,1330,1105,5,,2023-11-20T23:50:18
3909,4512,1258,905,5,,2023-10-05T19:52:29
3910,4515,585,72,5,,2023-09-02T03:41:43
3911,4516,636,631,5,,2023-04-26T08:58:21
3912,4517,117,731,4,,2023-06-06T20:34:52
3913,4518,459,470,5,,2023-11-23T09:12:25
3914,4519,1282,319,5,,2023-03-29T02:24:47
3915,4520,1471,470,5,,2023-03-10T10:02:47
3916,4521,306,363,4,,2023-02-11T00:28:34
3917,4522,1071,470,5,,2023-08-15T08:53:13
3918,4523,191,631,5,,2023-01-05T03:51:04
3919,4524,151,1342,5,,2023-05-27T23:45:46
3920,4525,1485,319,5,,2023-10-31T23:25:32
3921,4526,636,1224,5,,2023-10-25T14:11:20
3922,4528,1261,558,5,,2023-05-31T08:13:54
3923,4529,763,891,5,,2023-11-07T14:29:59
3924,4530,85,634,4,,2023-04-18T19:00:30
3925,4531,1209,269,5,,2023-09-07T01:34:30
3926,4532,1038,634,4,,2023-03-07T11:08:39
3927,4533,1147,1094,4,,2023-09-17T02:31:16
3928,4534,1024,1073,1,,2023-02-12T20:58:13
3929,4535,464,72,5,,2023-05-27T18:04:18
3930,4536,914,1224,5,,2023-08-01T13:14:36
3931,4537,743,1429,5,,2023-08-07T08:49:22
3932,4538,907,1105,4,,2023-01-11T16:05:14
3933,4539,601,750,3,,2023-09-02T00:52:59
3934,4540,1053,350,4,,2023-01-05T20:54:37
3935,4541,323,582,5,,2023-07-04T13:30:01
3936,4542,1196,976,5,,2023-11-18T02:30:05
3937,4543,792,1224,5,,2023-12-12T23:16:15
3938,4544,1266,936,5,,2023-09-07T18:53:48
3939,4545,853,59,2,,2023-08-20T00:45:58
3940,4546,1114,1224,5,,2023-09-22T00:17:35
3941,4547,169,466,4,,2023-12-29T23:36:55
3942,4548,729,908,5,,2023-02-03T19:18:23
3943,4549,107,259,5,,2023-02-15T18:57:45
3944,4553,996,622,2,,2023-01-06T18:53:00
3945,4554,165,319,5,,2023-05-29T07:12:14
3946,4556,266,750,4,,2023-01-21T07:07:54
3947,4559,1368,319,5,,2023-01-11T17:07:05
3948,4560,1027,582,5,,2023-02-27T00:39:44
3949,4561,1148,173,5,,2023-10-18T09:52:16
3950,4562,863,184,5,,2023-03-05T14:34:06
3951,4563,1215,277,5,,2023-11-19T11:26:24
3952,4564,1188,259,4,,2023-04-12T00:06:26
3953,4565,659,957,4,,2023-04-21T17:56:24
3954,4566,360,1359,2,,2023-08-15T16:32:23
3955,4567,830,558,5,,2023-11-27T14:07:36
3956,4569,1335,1303,5,,2023-02-03T23:59:40
3957,4570,1194,912,2,,2023-08-16T11:15:04
3958,4571,745,1105,4,,2023-07-10T19:05:38
3959,4572,662,908,5,,2023-01-22T05:12:29
3960,4573,377,184,5,,2023-12-06T23:28:03
3961,4574,375,184,5,,2023-02-19T16:45:47
3962,4575,1193,269,5,,2023-05-16T08:03:24
3963,4576,129,533,5,,2023-05-14T15:04:05
3964,4579,395,319,3,,2023-12-10T16:43:41
3965,4580,1145,845,5,,2023-12-10T07:18:27
3966,4581,812,1293,5,,2023-02-05T20:57:47
3967,4582,1138,59,5,,2023-01-06T04:09:19
3968,4583,257,1,5,,2023-08-13T03:42:38
3969,4584,1023,22,5,,2023-03-31T19:10:53
3970,4585,154,59,5,,2023-12-22T04:03:13
3971,4587,781,259,5,,2023-05-25T21:47:11
3972,4588,1336,987,5,,2023-04-12T10:35:44
3973,4589,1428,72,5,,2023-03-21T16:40:55
3974,4591,169,558,4,,2023-08-22T17:39:23
3975,4592,718,731,5,,2023-07-13T23:16:01
3976,4593,581,936,4,,2023-07-23T12:34:05
3977,4594,1020,731,5,,2023-10-31T07:04:41
3978,4595,1480,1124,5,,2023-09-21T06:18:12
3979,4596,798,976,5,,2023-11-20T01:18:01
3980,4597,1315,173,5,,2023-02-14T12:10:00
3981,4598,986,908,5,,2023-08-21T19:59:48
3982,4599,420,184,5,,2023-08-14T06:45:41
3983,4600,698,1106,5,,2023-08-22T23:25:07
3984,4601,879,1311,5,,2023-03-27T04:53:08
3985,4602,334,845,5,,2023-01-21T19:03:08
3986,4603,881,976,5,,2023-12-27T21:05:53
3987,4604,636,750,3,,2023-05-25T01:53:29
3988,4605,341,1303,3,,2023-03-15T07:58:28
3989,4606,347,799,5,,2023-09-27T19:47:23
3990,4609,626,987,5,,2023-07-11T20:25:54
3991,4610,1121,1108,4,,2023-05-18T17:28:05
3992,4611,389,72,5,,2023-05-11T08:06:39
3993,4612,1138,1311,4,,2023-01-27T23:25:40
3994,4613,1109,507,5,,2023-04-14T00:22:51
3995,4615,1371,277,5,,2023-11-07T04:16:18
3996,4616,23,799,5,,2023-03-28T12:00:52
3997,4617,374,912,5,,2023-04-07T02:25:52
3998,4618,288,1310,5,,2023-05-14T14:14:08
3999,4619,644,277,5,,2023-05-16T03:19:06
4000,4620,1496,912,5,,2023-02-01T11:57:57
4001,4621,1449,891,1,,2023-12-10T12:57:10
4002,4622,193,987,5,,2023-03-01T20:59:40
4003,4623,786,635,5,,2023-11-17T09:20:14
4004,4624,1198,912,4,,2023-04-16T04:30:00
4005,4625,765,912,5,,2023-06-16T09:19:16
4006,4626,620,1342,5,,2023-09-02T05:55:30
4007,4627,289,533,5,,2023-03-14T01:00:30
4008,4628,763,1224,5,,2023-06-26T22:19:33
4009,4629,1494,1224,4,,2023-03-29T17:38:52
4010,4630,1260,912,4,,2023-03-23T02:46:08
4011,4631,571,582,5,,2023-04-24T05:15:46
4012,4632,857,631,5,,2023-01-13T15:52:36
4013,4633,1468,634,5,,2023-08-09T12:25:08
4014,4634,37,1156,3,,2023-07-31T23:18:39
4015,4635,1282,277,5,,2023-05-14T14:18:08
4016,4636,839,1073,5,,2023-04-02T10:21:52
4017,4637,1440,634,5,,2023-02-18T08:17:52
4018,4638,327,582,4,,2023-02-17T20:35:13
4019,4639,1346,976,5,,2023-06-01T01:23:57
4020,4641,551,1124,5,,2023-05-11T15:45:40
4021,4642,100,1073,4,,2023-02-18T07:08:00
4022,4643,947,750,4,,2023-07-13T23:48:03
4023,4644,25,184,5,,2023-12-26T06:42:36
4024,4646,569,634,5,,2023-05-20T19:19:45
4025,4647,596,1359,5,,2023-08-19T02:55:05
4026,4648,782,1156,5,,2023-04-20T06:11:57
4027,4649,1294,1284,5,,2023-05-28T10:22:59
4028,4650,1333,891,5,,2023-02-05T17:17:58
4029,4651,293,976,4,,2023-04-29T17:08:43
4030,4654,868,1124,5,,2023-05-30T11:34:42
4031,4655,128,1342,5,,2023-10-23T03:25:35
4032,4656,1001,891,5,,2023-07-03T10:36:46
4033,4657,372,319,4,,2023-07-08T21:00:41
4034,4658,1005,1073,5,,2023-10-09T01:23:49
4035,4659,623,845,5,,2023-08-17T10:16:57
4036,4661,445,350,5,,2023-12-13T10:29:11
4037,4662,1164,912,5,,2023-10-19T01:24:16
4038,4664,156,712,5,,2023-07-26T06:41:38
4039,4665,1121,1105,5,,2023-05-30T05:13:40
4040,4666,1225,466,5,,2023-11-06T00:28:04
4041,4667,183,845,5,,2023-09-11T20:43:55
4042,4668,760,1211,4,,2023-04-18T01:56:48
4043,4669,489,845,5,,2023-09-07T01:40:44
4044,4670,828,319,5,,2023-05-18T04:08:11
4045,4671,456,363,3,,2023-01-21T14:09:46
4046,4672,596,319,3,,2023-04-23T20:46:21
4047,4673,30,1106,4,,2023-09-15T12:50:54
4048,4674,984,1310,5,,2023-07-30T11:29:48
4049,4675,1060,1342,4,,2023-11-25T17:07:43
4050,4677,1139,558,5,,2023-02-15T22:09:47
4051,4678,609,184,5,,2023-02-02T09:34:49
4052,4679,807,466,5,,2023-11-01T06:15:55
4053,4680,855,1105,5,,2023-06-25T20:35:28
4054,4681,199,319,4,,2023-03-19T23:47:34
4055,4682,463,22,5,,2023-12-15T10:42:12
4056,4683,737,470,4,,2023-08-31T23:29:26
4057,4684,428,891,5,,2023-02-14T18:36:30
4058,4685,1198,269,5,,2023-02-28T12:11:32
4059,4686,763,350,5,,2023-03-12T09:24:09
4060,4687,579,1310,1,,2023-09-09T11:30:03
4061,4688,1466,634,4,,2023-07-16T18:27:53
4062,4689,939,634,4,,2023-04-19T01:38:54
4063,4691,1130,891,2,,2023-08-05T04:40:31
4064,4692,1012,799,5,,2023-12-01T15:02:38
4065,4694,722,22,5,,2023-10-29T07:55:07
4066,4695,1091,908,3,,2023-07-31T17:11:49
4067,4697,1180,582,5,,2023-08-20T01:07:42
4068,4698,1144,1429,4,,2023-04-09T15:25:12
4069,4700,317,667,5,,2023-05-14T23:19:33
4070,4701,1469,1105,3,,2023-01-21T11:57:21
4071,4702,196,277,5,,2023-08-06T21:05:16
4072,4703,1258,1284,5,,2023-04-20T05:47:13
4073,4704,1219,622,2,,2023-06-02T22:45:29
4074,4705,1044,466,5,,2023-03-23T01:31:35
4075,4706,595,976,4,,2023-10-12T02:10:27
4076,4707,313,712,4,,2023-01-29T18:14:27
4077,4708,280,22,5,,2023-08-19T07:08:08
4078,4709,560,259,5,,2023-04-26T14:14:33
4079,4710,206,1105,3,,2023-10-09T07:31:53
4080,4711,653,1105,5,,2023-12-22T22:33:58
4081,4712,1048,1124,5,,2023-09-05T06:20:57
4082,4714,1243,845,5,,2023-11-01T16:50:04
4083,4715,540,750,5,,2023-05-18T03:54:52
4084,4716,1217,1303,5,,2023-03-16T10:29:52
4085,4717,1193,350,5,,2023-06-14T01:44:28
4086,4718,1320,1224,5,,2023-08-12T22:58:07
4087,4719,1256,558,5,,2023-01-23T22:08:47
4088,4720,1246,1108,3,,2023-01-02T00:03:39
4089,4721,566,470,5,,2023-08-24T23:16:35
4090,4722,1376,936,5,,2023-10-25T22:46:18
4091,4723,565,22,5,,2023-09-28T01:46:17
4092,4724,254,470,5,,2023-02-08T15:43:06
4093,4725,32,1079,4,,2023-02-17T10:42:37
4094,4726,473,507,3,,2023-03-19T05:31:10
4095,4729,278,173,4,,2023-05-14T07:05:45
4096,4730,61,936,5,,2023-04-26T01:18:29
4097,4731,909,635,5,,2023-04-17T22:28:04
4098,4732,796,507,5,,2023-02-24T17:30:03
4099,4733,1493,750,5,,2023-08-20T14:49:56
4100,4734,409,582,5,,2023-12-21T11:54:05
4101,4735,653,1293,3,,2023-01-09T23:29:55
4102,4736,1213,731,5,,2023-03-04T14:31:37
4103,4737,780,750,5,,2023-08-31T16:42:19
4104,4738,593,891,4,,2023-01-31T13:25:03
4105,4739,567,750,3,,2023-04-21T06:56:13
4106,4740,471,1106,5,,2023-11-18T21:00:00
4107,4741,291,1310,5,,2023-04-25T20:35:25
4108,4742,33,350,5,,2023-09-15T18:55:03
4109,4743,1270,22,5,,2023-08-20T21:41:18
4110,4745,846,957,5,,2023-05-01T11:28:54
4111,4746,540,1211,4,,2023-10-30T16:37:14
4112,4747,1383,259,5,,2023-05-18T01:40:36
4113,4749,1435,936,5,,2023-12-17T13:12:34
4114,4750,51,957,3,,2023-06-28T03:52:58
4115,4752,1451,363,4,,2023-09-04T05:27:56
4116,4753,770,1094,5,,2023-01-25T14:57:17
4117,4754,330,635,4,,2023-06-20T10:50:28
4118,4755,678,1108,5,,2023-11-24T00:33:38
4119,4757,1439,466,5,,2023-04-02T12:55:18
4120,4758,751,1124,5,,2023-12-06T22:35:22
4121,4759,738,184,5,,2023-06-14T08:03:50
4122,4760,448,1105,5,,2023-06-02T16:41:21
4123,4761,1066,731,5,,2023-12-19T13:56:32
4124,4762,260,1211,5,,2023-03-02T22:46:19
4125,4763,1185,1079,4,,2023-11-09T08:20:44
4126,4764,33,1342,5,,2023-08-23T12:07:56
4127,4765,1405,470,5,,2023-09-06T14:30:38
4128,4766,65,319,5,,2023-02-23T09:20:30
4129,4767,484,1342,5,,2023-12-14T02:59:26
4130,4768,260,1124,5,,2023-11-09T04:10:34
4131,4769,1020,319,5,,2023-01-30T02:49:10
4132,4770,131,277,5,,2023-10-24T04:35:40
4133,4771,377,1073,4,,2023-10-11T12:26:04
4134,4772,1097,1311,5,,2023-12-11T21:10:07
4135,4773,1425,1124,5,,2023-03-02T16:59:17
4136,4774,1204,1284,4,,2023-12-06T01:45:23
4137,4775,432,631,4,,2023-09-10T10:43:56
4138,4776,1084,712,5,,2023-11-26T07:18:32
4139,4777,1417,1310,4,,2023-06-16T14:29:44
4140,4778,1315,59,5,,2023-01-02T22:08:51
4141,4779,131,750,5,,2023-11-09T21:23:00
4142,4781,142,799,5,,2023-07-18T08:00:51
4143,4782,602,1224,5,,2023-01-02T06:40:40
4144,4783,284,1124,5,,2023-06-07T16:11:14
4145,4785,188,957,5,,2023-11-09T20:33:16
4146,4786,654,1359,5,,2023-06-27T19:40:09
4147,4787,1457,350,3,,2023-01-31T08:57:01
4148,4789,360,22,5,,2023-11-20T15:31:34
4149,4790,1222,667,5,,2023-01-16T06:35:33
4150,4791,1327,22,4,,2023-11-20T13:08:00
4151,4792,1230,912,2,,2023-12-13T10:27:31
4152,4793,472,184,5,,2023-06-20T02:33:16
4153,4795,62,912,5,,2023-06-26T23:46:26
4154,4796,818,1156,5,,2023-09-02T22:02:46
4155,4797,841,891,5,,2023-05-07T01:29:23
4156,4798,1287,1094,5,,2023-11-01T05:23:04
4157,4799,443,957,5,,2023-09-26T10:53:25
4158,4800,1383,976,5,,2023-12-16T00:39:08
4159,4801,465,72,3,,2023-06-21T03:27:30
4160,4803,279,631,5,,2023-08-06T03:50:14
4161,4804,1014,558,4,,2023-04-02T07:02:08
4162,4805,829,1211,5,,2023-03-29T15:40:16
4163,4806,96,1156,5,,2023-05-25T07:36:20
4164,4807,1053,319,5,,2023-11-24T16:38:24
4165,4808,914,1303,5,,2023-04-04T07:54:36
4166,4810,536,1073,4,,2023-12-09T06:52:37
4167,4811,505,173,5,,2023-05-14T10:35:37
4168,4812,196,1342,5,,2023-11-22T23:10:41
4169,4813,144,319,5,,2023-05-26T22:12:19
4170,4817,1331,1359,5,,2023-11-03T23:10:16
4171,4818,1476,1124,3,,2023-06-29T01:45:38
4172,4819,627,987,5,,2023-02-09T22:46:15
4173,4820,14,350,5,,2023-07-12T08:21:28
4174,4822,830,750,4,,2023-03-20T16:50:42
4175,4823,210,622,5,,2023-12-15T00:32:43
4176,4824,115,1303,5,,2023-03-12T01:44:21
4177,4825,247,470,4,,2023-02-10T07:55:44
4178,4826,436,799,5,,2023-08-22T10:31:48
4179,4827,895,22,5,,2023-12-27T15:55:48
4180,4828,562,1359,5,,2023-03-21T05:02:53
4181,4829,769,891,5,,2023-07-23T18:29:16
4182,4830,378,667,4,,2023-04-21T04:55:38
4183,4831,809,667,5,,2023-07-19T17:31:05
4184,4832,790,731,4,,2023-02-26T06:38:58
4185,4833,851,350,5,,2023-09-09T10:39:27
4186,4834,225,667,5,,2023-01-22T00:22:46
4187,4835,398,987,5,,2023-10-21T10:02:41
4188,4836,1261,277,5,,2023-06-08T11:33:19
4189,4839,368,1079,5,,2023-12-11T23:16:23
4190,4840,608,891,5,,2023-09-13T10:49:03
4191,4841,671,1211,4,,2023-06-06T09:13:22
4192,4842,1402,936,4,,2023-04-01T21:22:51
4193,4843,996,667,5,,2023-06-14T13:53:44
4194,4844,232,184,5,,2023-09-19T00:43:20
4195,4845,189,533,5,,2023-07-02T12:07:01
4196,4846,495,750,5,,2023-04-10T22:33:10
4197,4847,439,507,5,,2023-01-18T20:39:37
4198,4848,298,799,5,,2023-05-25T09:24:20
4199,4849,367,936,3,,2023-03-05T23:35:11
4200,4850,157,22,3,,2023-07-15T09:20:38
4201,4852,492,912,4,,2023-06-23T11:39:38
4202,4853,592,936,5,,2023-03-31T16:15:09
4203,4854,967,1094,5,,2023-12-25T14:40:43
4204,4855,306,631,5,,2023-02-11T17:44:10
4205,4856,44,667,5,,2023-09-21T07:50:54
4206,4857,70,1429,5,,2023-04-05T02:46:56
4207,4858,598,259,5,,2023-01-27T08:52:37
4208,4859,11,470,5,,2023-09-21T15:48:15
4209,4860,411,277,4,,2023-09-05T22:27:02
4210,4861,1206,1293,5,,2023-10-13T19:52:28
4211,4863,1447,259,5,,2023-10-05T20:46:07
4212,4864,377,259,3,,2023-12-30T09:33:40
4213,4865,1406,976,5,,2023-07-14T12:20:09
4214,4866,62,1284,5,,2023-07-27T01:41:22
4215,4867,601,350,5,,2023-09-20T14:38:53
4216,4868,1140,1073,5,,2023-12-03T12:44:00
4217,4869,714,72,5,,2023-09-01T15:19:10
4218,4870,389,259,5,,2023-04-15T12:05:33
4219,4871,403,1224,5,,2023-07-27T13:45:24
4220,4872,768,1108,4,,2023-05-23T05:26:24
4221,4873,1401,1284,5,,2023-11-08T04:17:05
4222,4874,1032,634,5,,2023-04-19T12:16:56
4223,4876,517,1079,5,,2023-03-17T14:45:25
4224,4877,288,905,5,,2023-07-29T19:41:06
4225,4878,568,319,2,,2023-12-30T17:02:00
4226,4879,1236,558,4,,2023-03-28T20:46:10
4227,4880,1391,1359,4,,2023-09-04T23:26:56
4228,4881,1215,1224,4,,2023-08-24T12:31:28
4229,4882,217,582,5,,2023-05-16T01:42:02
4230,4883,4,957,5,,2023-09-19T20:40:17
4231,4885,1198,59,5,,2023-08-25T21:02:33
4232,4886,1319,905,5,,2023-02-06T17:56:57
4233,4887,1314,957,5,,2023-11-09T05:00:56
4234,4888,656,533,5,,2023-09-02T17:23:18
4235,4889,1082,936,5,,2023-08-03T00:55:48
4236,4890,1491,1124,5,,2023-04-23T05:14:19
4237,4891,129,582,4,,2023-05-04T23:47:18
4238,4892,613,558,5,,2023-11-18T19:58:01
4239,4894,762,72,5,,2023-03-16T13:00:03
4240,4895,441,908,5,,2023-01-20T14:02:09
4241,4896,400,731,4,,2023-04-10T05:04:41
4242,4897,1001,750,4,,2023-04-10T20:49:22
4243,4898,1460,1342,5,,2023-08-19T07:32:19
4244,4899,962,184,5,,2023-08-10T11:54:23
4245,4900,1220,558,4,,2023-09-17T02:45:55
4246,4901,462,173,5,,2023-11-27T22:55:06
4247,4903,340,1124,5,,2023-02-09T17:29:02
4248,4906,855,1311,5,,2023-04-21T23:25:10
4249,4908,1398,1429,5,,2023-02-17T14:23:38
4250,4909,448,1359,4,,2023-05-29T16:28:49
4251,4910,389,667,4,,2023-12-13T05:53:45
4252,4912,472,184,5,,2023-04-07T00:56:42
4253,4913,97,912,5,,2023-03-25T09:26:43
4254,4914,1412,1106,4,,2023-05-21T19:24:15
4255,4915,230,1303,5,,2023-11-25T14:17:52
4256,4917,378,259,5,,2023-07-13T22:27:41
4257,4918,1291,634,4,,2023-05-27T18:06:48
4258,4919,947,1105,5,,2023-01-30T04:53:30
4259,4920,61,269,5,,2023-03-03T07:03:24
4260,4921,1499,731,5,,2023-11-13T07:44:43
4261,4922,389,363,5,,2023-02-07T10:14:10
4262,4924,524,987,4,,2023-11-21T06:24:01
4263,4925,853,184,5,,2023-03-12T23:27:20
4264,4926,1155,1,4,,2023-12-20T12:12:34
4265,4927,546,634,5,,2023-11-10T09:01:09
4266,4928,1120,1124,5,,2023-03-17T06:40:07
4267,4929,43,1303,5,,2023-08-07T05:24:39
4268,4930,1129,905,5,,2023-04-09T07:10:12
4269,4931,973,1311,5,,2023-09-25T09:02:18
4270,4933,280,1429,5,,2023-01-30T02:32:40
4271,4934,482,363,5,,2023-03-25T05:04:41
4272,4936,1348,634,5,,2023-11-05T02:58:19
4273,4937,325,635,1,,2023-03-10T19:45:38
4274,4938,684,1293,5,,2023-05-01T10:20:05
4275,4939,282,319,5,,2023-09-17T00:16:13
4276,4941,1229,277,4,,2023-01-16T19:41:53
4277,4942,1395,1293,5,,2023-12-24T07:39:44
4278,4943,38,845,5,,2023-09-28T10:35:29
4279,4944,937,72,5,,2023-01-16T06:04:49
4280,4945,271,799,4,,2023-06-05T11:52:43
4281,4946,211,712,5,,2023-01-30T19:31:06
4282,4947,662,319,5,,2023-04-06T16:24:14
4283,4948,1025,363,5,,2023-12-29T00:37:59
4284,4949,32,1359,5,,2023-12-16T18:26:38
