RideID,PassengerUserID,DriverUserID,DriverID,VehicleID,VehicleType,PickupDistrict,PickupStreet,DropoffDistrict,DropoffStreet,RequestedTime,StartTime,EndTime,DurationMin,DistanceKM,RawFare_BDT,DiscountPercent,DiscountAmount_BDT,FinalFare_BDT,CancellationFee_BDT,Commission_BDT,DriverEarning_BDT,PaymentMethod,PaymentStatus,RideStatus
2432,1336,905,46,46,Bike,Dhaka,Bryant Road 292,Dhaka,Terrell Station Rd 558,2023-08-09T13:10:14.864414,2023-08-09T13:13:35,,12,4.09,77.9,0.078,6.1,0,0,0,0,N/A,NoCharge,CancelledByDriver
2433,452,1079,12,12,Bike,Gazipur,Levine Avenue 640,Gazipur,Webster Street 341,2023-04-14T00:42:20.390771,2023-04-14T00:45:44,2023-04-14T00:53:44,8,2.48,57.8,0,0,57.8,0,14.45,43.35,Cash,Paid,Completed
2434,187,72,15,15,Bike,Gazipur,Salazar Bazar 683,Gazipur,Cobb Lane 399,2023-02-13T09:06:43.153615,2023-02-13T09:08:56,2023-02-13T09:23:56,15,4.48,84.8,0.123,10.39,74.41,0,18.6,55.81,Cash,Paid,Completed
2435,1048,466,44,44,Car Plus,Gazipur,Case Avenue 697,Gazipur,Gonzalez Highway 144,2023-01-11T07:34:17.296245,2023-01-11T07:40:19,2023-01-11T07:44:19,4,2.59,164.7,0.158,26.06,138.64,0,34.66,103.98,Card,Paid,Completed
2436,1271,173,1,1,Bike,Chattogram,Sharp Station Rd 127,Chattogram,Flores Access Rd 412,2023-03-11T17:08:26.795876,2023-03-11T17:13:57,2023-03-11T17:14:57,1,0.32,29.2,0,0,29.2,0,7.3,21.9,Pathao Pay,Paid,Completed
2437,35,269,11,11,Car Plus,Dhaka,Martinez Bazar 297,Dhaka,Barker Bazar 893,2023-03-08T10:49:22.365309,2023-03-08T10:55:16,2023-03-08T10:58:16,3,2.18,149.4,0,0,149.4,0,37.35,112.05,Cash,Paid,Completed
2438,163,1094,39,39,Bike,Chattogram,Durham Highway 479,Chattogram,Johnson Road 607,2023-07-22T16:26:25.217081,2023-07-22T16:30:55,2023-07-22T16:47:55,17,5.48,96.8,0,0,96.8,0,24.2,72.6,Cash,Paid,Completed
2439,548,1303,33,33,Bike,Dhaka,Jordan Access Rd 454,Dhaka,Daniels Street 878,2023-05-05T05:42:00.511525,2023-05-05T05:46:39,2023-05-05T05:53:39,7,2.58,57.8,0.174,10.07,47.73,0,11.93,35.8,Cash,Paid,Completed
2440,16,1073,36,36,Bike,Dhaka,Daniel Highway 37,Dhaka,Salazar Access Rd 146,2023-09-12T09:25:56.010235,2023-09-12T09:31:00,2023-09-12T09:40:00,9,3.1,65,0,0,65,0,16.25,48.75,Pathao Pay,Paid,Completed
2441,695,905,46,46,Bike,Dhaka,Wilson Avenue 89,Dhaka,Mccarty Access Rd 831,2023-12-14T21:20:48.533388,2023-12-14T21:26:34,,1,0.31,29.1,0,0,0,0,0,0,N/A,NoCharge,CancelledByDriver
2442,396,1311,37,37,Bike,Dhaka,Anderson Access Rd 641,Dhaka,Young Avenue 230,2023-01-11T00:23:35.841340,2023-01-11T00:27:41,,7,1.94,51.4,0,0,5.14,5.14,1.28,3.86,CancellationCharge,CancellationCharge,CancelledByDriver
2443,134,22,53,53,Bike,Chattogram,Young Lane 485,Chattogram,Cook Station Rd 313,2023-03-17T01:24:40.353496,2023-03-17T01:28:37,2023-03-17T01:35:37,7,2.18,53.8,0.271,14.6,39.2,0,9.8,29.4,Cash,Paid,Completed
2444,850,1108,21,21,Bike,Dhaka,Davis Street 516,Dhaka,Young Street 464,2023-01-25T22:26:35.052307,2023-01-25T22:32:10,2023-01-25T22:39:10,7,2.07,52.7,0,0,52.7,0,13.18,39.52,Cash,Paid,Completed
2445,979,634,4,4,Bike,Chattogram,Hoffman Lane 379,Chattogram,Roach Station Rd 443,2023-09-17T12:54:11.793044,2023-09-17T12:56:44,2023-09-17T13:06:44,10,3.68,71.8,0,0,71.8,0,17.95,53.85,Card,Paid,Completed
2446,538,1,54,54,Car Lite,Dhaka,Hawkins Street 51,Dhaka,Mckee Access Rd 898,2023-01-22T17:58:09.005301,2023-01-22T18:03:19,2023-01-22T18:20:19,17,8.32,250.4,0.209,52.25,198.15,0,49.54,148.61,Cash,Paid,Completed
2447,1400,1156,34,34,Bike,Dhaka,Mccarty Bazar 581,Dhaka,Sanchez Road 856,2023-02-16T18:50:49.124521,2023-02-16T18:51:53,,21,6.73,113.3,0,0,0,0,0,0,N/A,NoCharge,CancelledByDriver
2448,717,1284,9,9,Bike,Dhaka,Williams Bazar 428,Dhaka,Clark Station Rd 808,2023-04-15T01:39:39.322925,2023-04-15T01:42:06,2023-04-15T01:43:06,1,0.34,29.4,0.06,1.76,27.64,0,6.91,20.73,Cash,Paid,Completed
2449,158,936,31,31,Car Lite,Dhaka,Smith Bazar 183,Dhaka,Young Lane 393,2023-12-04T20:53:48.446385,2023-12-04T21:00:12,2023-12-04T21:42:12,42,22.07,575.4,0.296,170.49,404.91,0,101.23,303.68,Card,Paid,Completed
2450,934,1224,30,30,Bike,Gazipur,Hayes Avenue 54,Gazipur,Castaneda Station Rd 245,2023-09-13T04:44:08.018589,2023-09-13T04:47:19,2023-09-13T04:57:19,10,3.44,69.4,0,0,69.4,0,17.35,52.05,Cash,Paid,Completed
2451,1116,1311,37,37,Bike,Dhaka,Bean Street 494,Dhaka,Smith Highway 588,2023-08-04T18:47:13.133330,2023-08-04T18:50:08,2023-08-04T19:18:08,28,9.87,151.7,0,0,151.7,0,37.92,113.78,Card,Paid,Completed
2452,453,712,41,41,Bike,Gazipur,Cox Station Rd 138,Gazipur,Mcdonald Avenue 401,2023-10-09T11:07:17.390594,2023-10-09T11:11:28,2023-10-09T11:13:28,2,0.64,33.4,0,0,33.4,0,8.35,25.05,Cash,Paid,Completed
2453,1304,1359,16,16,Bike,Dhaka,Hall Access Rd 44,Dhaka,Ortega Station Rd 422,2023-08-12T10:23:57.257870,2023-08-12T10:25:44,,33,9.83,156.3,0,0,0,0,0,0,N/A,NoCharge,CancelledByDriver
2454,1442,1224,30,30,Bike,Dhaka,Ross Avenue 497,Dhaka,Young Street 516,2023-04-07T11:46:01.536582,2023-04-07T11:49:59,2023-04-07T11:59:59,10,3.38,68.8,0,0,68.8,0,17.2,51.6,Cash,Paid,Completed
2455,1281,470,5,5,Car Lite,Chattogram,Lynn Road 710,Chattogram,Miller Access Rd 487,2023-08-03T18:57:21.931547,2023-08-03T19:01:12,2023-08-03T19:25:12,24,11.91,336.2,0,0,336.2,0,84.05,252.15,Cash,Paid,Completed
2456,495,957,20,20,Bike,Gazipur,Watson Lane 817,Gazipur,Williams Road 582,2023-12-14T13:32:09.860910,2023-12-14T13:34:37,,1,0.3,29,0.263,7.63,0,0,0,0,N/A,NoCharge,CancelledByPassenger
2457,245,731,17,17,Bike,Chattogram,Flores Road 349,Chattogram,Henderson Highway 712,2023-09-26T09:58:15.621655,2023-09-26T10:02:44,2023-09-26T10:33:44,31,10.15,157.5,0,0,157.5,0,39.38,118.12,Card,Paid,Completed
2458,850,269,11,11,Car Plus,Dhaka,Andersen Lane 812,Dhaka,Brown Highway 728,2023-11-07T13:47:14.491072,2023-11-07T13:50:47,,4,2.97,176.1,0.104,18.36,0,0,0,0,N/A,NoCharge,CancelledByPassenger
2459,770,622,52,52,Bike,Dhaka,Perry Bazar 284,Dhaka,English Bazar 594,2023-10-06T07:06:19.411282,2023-10-06T07:12:45,2023-10-06T07:28:45,16,5.49,95.9,0.123,11.76,84.14,0,21.04,63.1,Cash,Paid,Completed
2460,1226,731,17,17,Bike,Dhaka,Hebert Road 794,Dhaka,Paul Highway 90,2023-04-24T19:06:49.036360,2023-04-24T19:13:01,2023-04-24T19:14:01,1,0.37,29.7,0,0,29.7,0,7.42,22.28,Cash,Paid,Completed
2461,633,1079,12,12,Bike,Dhaka,Woods Lane 417,Dhaka,Taylor Highway 503,2023-11-29T13:10:53.621835,2023-11-29T13:14:00,2023-11-29T13:27:00,13,4.16,79.6,0,0,79.6,0,19.9,59.7,Cash,Paid,Completed
2462,577,845,49,49,Bike,Gazipur,Pugh Lane 224,Gazipur,Romero Avenue 94,2023-07-10T17:30:38.932659,2023-07-10T17:33:45,2023-07-10T17:53:45,20,6.82,113.2,0.147,16.62,96.58,0,24.14,72.44,Cash,Paid,Completed
2463,368,731,17,17,Bike,Sylhet,Smith Lane 419,Sylhet,Jackson Highway 21,2023-06-21T05:40:28.740107,2023-06-21T05:44:18,,4,1.41,43.1,0,0,0,0,0,0,N/A,NoCharge,CancelledByDriver
2464,130,1224,30,30,Bike,Gazipur,Thompson Road 613,Gazipur,Foster Bazar 764,2023-05-03T18:04:30.797237,2023-05-03T18:07:12,2023-05-03T18:22:12,15,5.29,92.9,0,0,92.9,0,23.23,69.67,Cash,Paid,Completed
2465,1209,1079,12,12,Bike,Dhaka,Hanson Access Rd 864,Dhaka,Mccoy Road 75,2023-12-23T06:44:25.237450,2023-12-23T06:48:00,2023-12-23T06:57:00,9,2.88,62.8,0,0,62.8,0,15.7,47.1,Cash,Paid,Completed
2466,55,631,47,47,Car Lite,Sylhet,Smith Lane 419,Sylhet,Marks Lane 790,2023-07-15T09:51:15.781787,2023-07-15T09:54:15,2023-07-15T10:01:15,7,3.24,128.8,0,0,128.8,0,32.2,96.6,Card,Paid,Completed
2467,1448,22,53,53,Bike,Dhaka,Marshall Road 299,Dhaka,Jones Street 15,2023-05-30T02:22:43.159513,2023-05-30T02:27:55,2023-05-30T03:22:55,55,22.65,306.5,0,0,306.5,0,76.62,229.88,Cash,Paid,Completed
2468,240,631,47,47,Car Lite,Dhaka,Hall Station Rd 884,Dhaka,Lopez Bazar 684,2023-01-11T06:47:55.563948,2023-01-11T06:51:27,2023-01-11T06:52:27,1,0.44,60.8,0,0,60.8,0,15.2,45.6,Cash,Paid,Completed
2469,311,622,52,52,Bike,Chattogram,Flores Road 349,Chattogram,Watson Access Rd 77,2023-11-30T07:52:03.100754,2023-11-30T07:56:34,,3,0.97,37.7,0,0,0,0,0,0,N/A,NoCharge,CancelledByDriver
2470,563,1211,29,29,Bike,Chattogram,Hanna Street 725,Chattogram,Lynn Lane 302,2023-02-02T10:28:04.391265,2023-02-02T10:30:20,2023-02-02T10:38:20,8,2.49,57.9,0.232,13.42,44.48,0,11.12,33.36,Cash,Paid,Completed
2471,112,1079,12,12,Bike,Gazipur,Williams Road 582,Gazipur,Thompson Road 613,2023-12-20T13:07:48.254911,2023-12-20T13:12:42,2023-12-20T13:22:42,10,3.85,73.5,0,0,73.5,0,18.38,55.12,Card,Paid,Completed
2472,238,1079,12,12,Bike,Chattogram,Matthews Station Rd 602,Chattogram,Juarez Lane 867,2023-01-24T07:54:05.815695,2023-01-24T07:58:00,,2,0.71,34.1,0.226,7.69,0,0,0,0,N/A,NoCharge,CancelledByPassenger
2473,1318,1429,26,26,Car Lite,Gazipur,Edwards Bazar 9,Gazipur,Beard Access Rd 193,2023-10-24T06:19:40.744507,2023-10-24T06:22:11,2023-10-24T06:23:11,1,0.5,62,0.065,4.06,57.94,0,14.48,43.46,Cash,Paid,Completed
2474,544,1429,26,26,Car Lite,Dhaka,Ortega Station Rd 422,Dhaka,Thomas Street 759,2023-01-06T08:54:45.492145,2023-01-06T09:00:09,2023-01-06T09:03:09,3,1.54,86.8,0,0,86.8,0,21.7,65.1,Cash,Paid,Completed
2475,751,1310,38,38,Car Plus,Dhaka,Barrett Station Rd 278,Dhaka,Chase Bazar 745,2023-05-23T23:55:05.020842,2023-05-24T00:00:13,,1,0.79,101.7,0,0,0,0,0,0,N/A,NoCharge,CancelledByDriver
2476,1483,363,28,28,Car Lite,Chattogram,Tucker Street 781,Chattogram,Murray Road 433,2023-03-24T20:22:21.974794,2023-03-24T20:28:25,,4,2.14,100.8,0.107,10.83,0,0,0,0,N/A,NoCharge,CancelledByPassenger
2477,1277,987,42,42,Car Lite,Dhaka,Smith Street 570,Dhaka,Wilkins Highway 627,2023-07-27T15:08:57.211807,2023-07-27T15:13:33,2023-07-27T15:45:33,32,15.87,431.4,0.206,89.06,342.34,0,85.58,256.76,Cash,Paid,Completed
2478,1432,891,35,35,Bike,Dhaka,Frazier Avenue 344,Dhaka,Roberts Street 256,2023-02-10T03:29:22.168841,2023-02-10T03:32:32,2023-02-10T03:41:32,9,2.67,60.7,0,0,60.7,0,15.18,45.52,Cash,Paid,Completed
2479,921,750,48,48,Bike,Dhaka,Haney Road 215,Dhaka,Booth Highway 753,2023-01-10T20:48:41.926199,2023-01-10T20:54:00,,24,8.8,137,0,0,0,0,0,0,N/A,NoCharge,CancelledByPassenger
2480,887,59,14,14,Car Lite,Gazipur,Burke Highway 70,Gazipur,Chapman Access Rd 439,2023-05-19T17:32:45.494198,2023-05-19T17:35:27,2023-05-19T17:36:27,1,0.48,61.6,0,0,61.6,0,15.4,46.2,Cash,Paid,Completed
2481,364,507,6,6,Bike,Dhaka,Waters Station Rd 174,Dhaka,Roth Lane 760,2023-01-23T02:38:20.635103,2023-01-23T02:43:24,2023-01-23T02:45:24,2,0.64,33.4,0,0,33.4,0,8.35,25.05,Pathao Pay,Paid,Completed
2482,276,667,18,18,Bike,Dhaka,Lopez Access Rd 96,Dhaka,Hernandez Station Rd 463,2023-05-15T01:43:17.563503,2023-05-15T01:47:57,,8,2.7,60,0.247,14.79,0,0,0,0,N/A,NoCharge,CancelledByDriver
2483,333,622,52,52,Bike,Dhaka,Porter Avenue 307,Dhaka,Terrell Station Rd 558,2023-04-18T08:22:13.256764,2023-04-18T08:25:09,2023-04-18T08:34:09,9,2.93,63.3,0,0,63.3,0,15.82,47.48,Cash,Paid,Completed
2484,1451,912,24,24,Bike,Dhaka,Dunn Highway 661,Dhaka,Guzman Street 215,2023-10-28T08:56:54.583388,2023-10-28T08:59:36,2023-10-28T09:01:36,2,0.71,34.1,0.269,9.17,24.93,0,6.23,18.7,Cash,Paid,Completed
2485,327,558,22,22,Bike,Dhaka,Lambert Avenue 785,Dhaka,Taylor Street 330,2023-01-30T12:43:41.714968,2023-01-30T12:49:25,2023-01-30T12:59:25,10,3.59,70.9,0,0,70.9,0,17.73,53.17,Pathao Pay,Paid,Completed
2486,688,533,50,50,Bike,Dhaka,Byrd Avenue 4,Dhaka,Cantrell Station Rd 187,2023-03-07T23:26:21.822631,2023-03-07T23:33:31,2023-03-07T23:42:31,9,3.1,65,0.118,7.7,57.3,0,14.32,42.98,Cash,Paid,Completed
2487,1330,1429,26,26,Car Lite,Dhaka,Mitchell Avenue 437,Dhaka,Moreno Avenue 726,2023-07-12T18:15:41.512459,2023-07-12T18:19:36,2023-07-12T18:29:36,10,5.71,184.2,0.065,11.98,172.22,0,43.05,129.17,Cash,Paid,Completed
2488,3,634,4,4,Bike,Dhaka,Short Station Rd 694,Dhaka,Robinson Bazar 795,2023-08-06T13:59:00.096485,2023-08-06T14:06:03,2023-08-06T14:07:03,1,0.32,29.2,0,0,29.2,0,7.3,21.9,Cash,Paid,Completed
2489,679,936,31,31,Car Lite,Dhaka,Hill Bazar 269,Dhaka,Diaz Access Rd 101,2023-12-12T05:29:51.168376,2023-12-12T05:32:38,2023-12-12T05:33:38,1,0.5,62,0,0,62,0,15.5,46.5,Cash,Paid,Completed
2490,523,558,22,22,Bike,Dhaka,Anderson Lane 360,Dhaka,Grant Bazar 678,2023-03-04T12:45:04.923111,2023-03-04T12:51:40,,8,2.74,60.4,0.231,13.94,0,0,0,0,N/A,NoCharge,CancelledByDriver
2491,298,1342,2,2,Car Lite,Dhaka,Cook Highway 686,Dhaka,Hansen Lane 586,2023-06-04T12:22:06.636703,2023-06-04T12:26:22,2023-06-04T12:31:22,5,2.52,110.4,0,0,110.4,0,27.6,82.8,Cash,Paid,Completed
2492,741,1094,39,39,Bike,Dhaka,Conrad Highway 886,Dhaka,Davis Lane 325,2023-12-13T20:15:31.907866,2023-12-13T20:18:33,2023-12-13T20:22:33,4,1.51,44.1,0,0,44.1,0,11.03,33.07,Cash,Paid,Completed
2493,1022,507,6,6,Bike,Chattogram,Harris Lane 552,Chattogram,Carter Highway 433,2023-11-09T09:54:59.732815,2023-11-09T10:00:06,2023-11-09T10:01:06,1,0.31,29.1,0,0,29.1,0,7.28,21.82,Cash,Paid,Completed
2494,1390,622,52,52,Bike,Dhaka,Walker Road 773,Dhaka,Thomas Avenue 260,2023-12-02T22:30:38.934457,2023-12-02T22:33:40,2023-12-02T22:42:40,9,2.91,63.1,0,0,63.1,0,15.78,47.32,Cash,Paid,Completed
2495,1178,891,35,35,Bike,Dhaka,Sanders Highway 513,Dhaka,Young Lane 393,2023-01-19T17:56:01.135981,2023-01-19T17:59:45,2023-01-19T18:13:45,14,4.01,79.1,0,0,79.1,0,19.77,59.33,Cash,Paid,Completed
2496,972,319,51,51,Car Lite,Dhaka,Meyers Lane 416,Dhaka,Morales Highway 42,2023-06-30T02:41:17.683868,2023-06-30T02:43:02,,14,6.7,212,0.289,61.17,0,0,0,0,N/A,NoCharge,CancelledByDriver
2497,124,59,14,14,Car Lite,Dhaka,Kaiser Access Rd 878,Dhaka,Rodriguez Lane 561,2023-04-08T03:53:13.934563,2023-04-08T03:58:40,2023-04-08T04:08:40,10,5.4,178,0,0,178,0,44.5,133.5,Cash,Paid,Completed
2498,108,1284,9,9,Bike,Dhaka,Norris Avenue 707,Dhaka,Mclaughlin Avenue 756,2023-05-29T06:45:31.932340,2023-05-29T06:48:29,2023-05-29T06:53:29,5,1.73,47.3,0,0,47.3,0,11.82,35.48,Cash,Paid,Completed
2499,287,350,13,13,Bike,Chattogram,Charles Highway 783,Chattogram,Park Bazar 741,2023-09-26T09:53:40.579679,2023-09-26T09:57:41,2023-09-26T10:06:41,9,3.2,66,0,0,66,0,16.5,49.5,Card,Paid,Completed
2500,713,750,48,48,Bike,Dhaka,Taylor Highway 486,Dhaka,Pena Bazar 579,2023-11-02T00:58:11.091191,2023-11-02T01:04:22,,2,0.66,33.6,0.249,8.36,3.36,3.36,0.84,2.52,CancellationCharge,CancellationCharge,CancelledByPassenger
2501,1347,908,8,8,Bike,Dhaka,Thomas Bazar 185,Dhaka,Mathews Road 294,2023-10-17T20:24:36.139926,2023-10-17T20:29:11,2023-10-17T20:30:11,1,0.33,29.3,0.284,8.32,20.98,0,5.25,15.73,Card,Paid,Completed
2502,539,1106,43,43,Bike,Dhaka,Gallagher Station Rd 50,Dhaka,Jones Street 631,2023-02-22T17:47:27.524368,2023-02-22T17:50:19,2023-02-22T17:57:19,7,2.21,54.1,0,0,54.1,0,13.53,40.57,Cash,Paid,Completed
2503,927,1311,37,37,Bike,Dhaka,Jordan Lane 337,Dhaka,Roberts Street 531,2023-05-08T01:33:12.507030,2023-05-08T01:38:44,2023-05-08T01:42:44,4,1.25,41.5,0.235,9.76,31.74,0,7.93,23.81,Pathao Pay,Paid,Completed
2504,982,533,50,50,Bike,Dhaka,Johnson Street 366,Dhaka,Williams Street 896,2023-02-13T08:41:53.417578,2023-02-13T08:42:54,2023-02-13T09:03:54,21,6.28,108.8,0,0,108.8,0,27.2,81.6,Cash,Paid,Completed
2505,1258,1106,43,43,Bike,Gazipur,Wise Highway 472,Gazipur,Sawyer Station Rd 584,2023-12-12T18:28:24.971106,2023-12-12T18:33:21,2023-12-12T18:34:21,1,0.33,29.3,0,0,29.3,0,7.33,21.97,Cash,Paid,Completed
2506,1242,667,18,18,Bike,Chattogram,Garner Lane 641,Chattogram,Hanna Street 725,2023-05-02T18:37:18.224646,2023-05-02T18:39:32,2023-05-02T18:50:32,11,3.95,75.5,0,0,75.5,0,18.88,56.62,Card,Paid,Completed
2507,502,22,53,53,Bike,Dhaka,Burgess Access Rd 120,Dhaka,Ross Road 672,2023-08-15T20:51:17.546661,2023-08-15T20:56:27,2023-08-15T20:57:27,1,0.32,29.2,0.173,5.06,24.14,0,6.04,18.1,Cash,Paid,Completed
2508,1036,1094,39,39,Bike,Dhaka,Martin Bazar 488,Dhaka,Torres Avenue 890,2023-09-24T23:50:09.421924,2023-09-24T23:54:12,2023-09-24T23:58:12,4,1.3,42,0,0,42,0,10.5,31.5,Cash,Paid,Completed
2509,1313,466,44,44,Car Plus,Chattogram,Warner Lane 712,Chattogram,Lang Avenue 142,2023-10-20T14:21:08.938500,2023-10-20T14:25:23,,1,0.69,98.7,0,0,9.87,9.87,2.47,7.4,CancellationCharge,CancellationCharge,CancelledByDriver
2510,897,799,3,3,Bike,Chattogram,Bolton Station Rd 146,Chattogram,Ferguson Station Rd 694,2023-09-19T07:58:51.494464,2023-09-19T08:04:35,2023-09-19T08:22:35,18,5.65,99.5,0.125,12.39,87.11,0,21.78,65.33,Pathao Pay,Paid,Completed
2511,186,277,25,25,Bike,Chattogram,Wall Access Rd 189,Chattogram,Rivera Highway 587,2023-12-10T18:59:39.765521,2023-12-10T19:03:28,2023-12-10T19:28:28,25,9.1,141,0.095,13.37,127.63,0,31.91,95.72,Cash,Paid,Completed
2512,1195,845,49,49,Bike,Gazipur,Mitchell Avenue 529,Gazipur,Garcia Street 222,2023-06-05T04:33:50.531281,2023-06-05T04:39:33,,45,14.79,217.9,0.073,15.81,0,0,0,0,N/A,NoCharge,CancelledByDriver
2513,1110,1303,33,33,Bike,Gazipur,Romero Avenue 94,Gazipur,Olson Avenue 430,2023-01-28T06:36:26.292812,2023-01-28T06:39:01,2023-01-28T06:40:01,1,0.31,29.1,0,0,29.1,0,7.28,21.82,Cash,Paid,Completed
2514,1239,957,20,20,Bike,Dhaka,Garrett Station Rd 292,Dhaka,Brown Bazar 644,2023-01-17T18:04:31.682969,2023-01-17T18:10:33,2023-01-17T18:11:33,1,0.34,29.4,0,0,29.4,0,7.35,22.05,Cash,Paid,Completed
2515,785,1108,21,21,Bike,Dhaka,Boyle Lane 476,Dhaka,Mora Lane 705,2023-02-16T08:59:56.018744,2023-02-16T09:03:41,2023-02-16T09:45:41,42,15,217,0,0,217,0,54.25,162.75,Cash,Paid,Completed
2516,787,470,5,5,Car Lite,Dhaka,Williams Road 783,Dhaka,Cooke Highway 207,2023-07-18T08:34:17.216873,2023-07-18T08:37:35,2023-07-18T08:39:35,2,0.92,72.4,0,0,72.4,0,18.1,54.3,Cash,Paid,Completed
2517,911,1311,37,37,Bike,Chattogram,Wood Bazar 737,Chattogram,Oneill Bazar 534,2023-06-25T03:59:21.619760,2023-06-25T04:05:09,,33,11.36,171.6,0,0,0,0,0,0,N/A,NoCharge,CancelledByDriver
2518,1077,712,41,41,Bike,Dhaka,Cook Bazar 517,Dhaka,Johnson Lane 445,2023-08-24T13:07:26.594330,2023-08-24T13:08:50,2023-08-24T13:57:50,49,14.72,221.2,0.137,30.28,190.92,0,47.73,143.19,Cash,Paid,Completed
2519,1214,1,54,54,Car Lite,Dhaka,Jenkins Highway 26,Dhaka,Brown Street 722,2023-03-13T03:29:38.790925,2023-03-13T03:34:14,2023-03-13T03:43:14,9,4.54,158.8,0.109,17.27,141.53,0,35.38,106.15,Card,Paid,Completed
2520,23,908,8,8,Bike,Dhaka,Nelson Station Rd 358,Dhaka,Miller Station Rd 245,2023-07-09T11:04:25.647998,2023-07-09T11:09:41,2023-07-09T11:16:41,7,2.42,56.2,0,0,56.2,0,14.05,42.15,Pathao Pay,Paid,Completed
2521,37,1,54,54,Car Lite,Chattogram,Schneider Bazar 698,Chattogram,Scott Avenue 471,2023-07-23T13:31:25.983344,2023-07-23T13:34:32,2023-07-23T13:35:32,1,0.52,62.4,0.097,6.06,56.34,0,14.09,42.25,Cash,Paid,Completed
2522,966,912,24,24,Bike,Dhaka,Brown Road 315,Dhaka,Adkins Access Rd 207,2023-06-02T01:49:33.050963,2023-06-02T01:54:36,2023-06-02T01:55:36,1,0.34,29.4,0,0,29.4,0,7.35,22.05,Cash,Paid,Completed
2523,19,1,54,54,Car Lite,Dhaka,Boyle Lane 476,Dhaka,Jenkins Lane 217,2023-10-03T16:57:42.427682,2023-10-03T17:04:35,2023-10-03T17:25:35,21,9.88,289.6,0.082,23.71,265.89,0,66.47,199.42,Pathao Pay,Paid,Completed
2524,1477,277,25,25,Bike,Dhaka,King Road 301,Dhaka,Waters Station Rd 174,2023-03-22T09:28:36.044253,2023-03-22T09:33:15,2023-03-22T09:35:15,2,0.7,34,0,0,34,0,8.5,25.5,Cash,Paid,Completed
2525,1185,1303,33,33,Bike,Dhaka,Holland Bazar 655,Dhaka,Rice Station Rd 729,2023-09-26T03:52:37.745575,2023-09-26T03:56:38,2023-09-26T03:57:38,1,0.38,29.8,0,0,29.8,0,7.45,22.35,Cash,Paid,Completed
2526,1408,470,5,5,Car Lite,Sylhet,Gross Street 607,Sylhet,Thomas Bazar 513,2023-08-07T07:51:11.481997,2023-08-07T07:54:57,,3,1.55,87,0,0,0,0,0,0,N/A,NoCharge,CancelledByPassenger
2527,65,622,52,52,Bike,Chattogram,Barron Station Rd 437,Chattogram,Garcia Highway 184,2023-12-31T18:25:58.205711,2023-12-31T18:30:21,2023-12-31T19:13:21,43,14.04,208.4,0,0,208.4,0,52.1,156.3,Card,Paid,Completed
2528,1385,1359,16,16,Bike,Dhaka,Davis Lane 325,Dhaka,Blackwell Bazar 507,2023-03-03T11:58:54.266110,2023-03-03T12:04:21,2023-03-03T12:06:21,2,0.61,33.1,0,0,33.1,0,8.28,24.82,Cash,Paid,Completed
2529,1043,635,40,40,Bike,Sylhet,Ramirez Highway 689,Sylhet,Roach Access Rd 128,2023-01-20T02:58:07.404687,2023-01-20T03:01:40,2023-01-20T03:27:40,26,8.41,135.1,0,0,135.1,0,33.77,101.33,Cash,Paid,Completed
2530,529,750,48,48,Bike,Dhaka,Wilson Lane 114,Dhaka,Hall Station Rd 884,2023-05-14T04:29:39.781401,2023-05-14T04:31:29,2023-05-14T04:32:29,1,0.3,29,0,0,29,0,7.25,21.75,Cash,Paid,Completed
2531,726,634,4,4,Bike,Dhaka,Cummings Lane 5,Dhaka,Aguirre Avenue 284,2023-11-12T20:20:41.502669,2023-11-12T20:25:36,2023-11-12T20:27:36,2,0.63,33.3,0,0,33.3,0,8.32,24.98,Cash,Paid,Completed
2532,843,558,22,22,Bike,Dhaka,Lewis Avenue 819,Dhaka,Patton Street 442,2023-02-28T22:30:19.755356,2023-02-28T22:31:52,2023-02-28T22:36:52,5,1.33,43.3,0.185,8.03,35.27,0,8.82,26.45,Cash,Paid,Completed
2533,1071,1359,16,16,Bike,Chattogram,Davis Bazar 806,Chattogram,Green Lane 804,2023-07-17T03:51:16.799220,2023-07-17T03:54:22,2023-07-17T03:55:22,1,0.32,29.2,0,0,29.2,0,7.3,21.9,Cash,Paid,Completed
2534,179,1105,27,27,Bike,Dhaka,Wright Road 762,Dhaka,Yang Lane 117,2023-11-29T20:51:21.958992,2023-11-29T20:55:21,2023-11-29T21:05:21,10,3.22,67.2,0.177,11.9,55.3,0,13.82,41.48,Card,Paid,Completed
2535,820,582,7,7,Bike,Chattogram,Guerra Access Rd 239,Chattogram,Giles Highway 43,2023-11-23T02:20:56.108478,2023-11-23T02:23:43,2023-11-23T02:30:43,7,2.39,55.9,0,0,55.9,0,13.97,41.93,Cash,Paid,Completed
2536,627,350,13,13,Bike,Dhaka,Bishop Avenue 120,Dhaka,Klein Avenue 22,2023-09-18T13:12:40.007993,2023-09-18T13:16:07,2023-09-18T13:55:07,39,13.63,200.3,0,0,200.3,0,50.08,150.22,Pathao Pay,Paid,Completed
2537,501,891,35,35,Bike,Dhaka,Thomas Avenue 260,Dhaka,Smith Street 211,2023-07-28T04:19:18.935989,2023-07-28T04:24:05,2023-07-28T04:35:05,11,3.31,69.1,0,0,69.1,0,17.27,51.83,Card,Paid,Completed
